name	street_address	postal_code	opening_date	latitude	longitude
200 FRONTIER STREET	200 FRONTIER STREET	68850	1985 	40.786	-99.7424
208 WEST STREET SOUTH	208 WEST STREET SOUTH	50112	1985 	41.7364	-92.7212
120 BENJAMIN H HILL DR. SW	120 BENJAMIN H HILL DR. SW	31750	1985 	31.72	-83.2509
1589 KENTUCKY / HWY 15 SOUTH	1589 KENTUCKY / HWY 15 SOUTH	41339	1985 	37.5336	-83.3455
477 VILLAGE DRIVE	477 VILLAGE DRIVE	41653	1985 	37.6679	-82.7588
2150 IOWA BLVD	2150 IOWA BLVD	39180	1985 	32.2928	-90.8718
19100 MURDOCK CIRCLE	19100 MURDOCK CIRCLE	33948	1985 	26.9845	-82.1486
25 PEMBROKE DRIVE	25 PEMBROKE DRIVE	29926	1985 	32.2267	-80.7433
1511 CAMP JACKSON ROAD	1511 CAMP JACKSON ROAD	62206	1985 	38.5645	-90.1628
300 EAST 31ST STREET SOUTH	300 EAST 31ST STREET SOUTH	50208	1985 	41.7021	-93.0447
3015 GRAND AVE	3015 GRAND AVE	50010	1985 	42.0293	-93.6097
US 60	US 60	40143	1985 	37.7771	-86.4835
4876 HWY 1 SOUTH	4876 HWY 1 SOUTH	70375	1985 	29.697	-90.5522
2767 W US HWY 90	2767 W US HWY 90	32055	1985 	30.2161	-82.6396
4150 S TAMIAMI TRAIL	4150 S TAMIAMI TRAIL	34293	1985 	27.055	-82.3973
3503 TENTH STREET	3503 TENTH STREET	67530	1985 	38.3632	-98.785
1500 E MERRITT ISLAND CSWY	1500 E MERRITT ISLAND CSWY	32952	1985 	28.3504	-80.6691
3506 S. HWY 6 SOUTH	3506 S. HWY 6 SOUTH	77082	1985 	29.7227	-95.6314
1960 W. LAUREL STREET	1960 W. LAUREL STREET	70535	1985 	30.4929	-92.4158
818 EAST 23RD ST.	818 EAST 23RD ST.	68601	1985 	41.4378	-97.3719
2031 NATIONAL BLVD	2031 NATIONAL BLVD	61401	1985 	40.9481	-90.3687
3010 E 23RD AVE N	3010 E 23RD AVE N	68025	1985 	41.4348	-96.4887
3115 EDGAR BROWN DR	3115 EDGAR BROWN DR	77630	1985 	30.0898	-93.7741
3811 TAMIAMI TRAIL	3811 TAMIAMI TRAIL	33950	1985 	26.9144	-82.0411
3501 S FLORIDA AVE	3501 S FLORIDA AVE	33803	1985 	28.015	-81.9521
2050 WEST SPRING ST	2050 WEST SPRING ST	30655	1985 	33.786	-83.699
2700 HIGHWAY 281 NORTH	2700 HIGHWAY 281 NORTH	78654	1985 	30.5667	-98.3076
3100 EAST MAIN	3100 EAST MAIN	78801	1985 	29.2529	-99.8165
705 EAST BRIGGS DRIVE	705 EAST BRIGGS DRIVE	63552	1985 	39.7477	-92.4688
1045 NO. GRAND AVENUE	1045 NO. GRAND AVENUE	52641	1985 	40.974	-91.572
1350 AZALEA DRIVE	1350 AZALEA DRIVE	39367	1985 	31.6889	-88.6562
2300 SYCAMORE ROAD	2300 SYCAMORE ROAD	60115	1985 	41.9241	-88.7462
7050 HIGHWAY 85	7050 HIGHWAY 85	30274	1985 	33.5551	-84.4011
1966 HWY 65 SOUTH	1966 HWY 65 SOUTH	72031	1985 	35.5861	-92.4836
200 U.S. HWY 80 EAST	200 U.S. HWY 80 EAST	75149	1985 	32.7673	-96.6076
1902 WEST B	1902 WEST B	69001	1985 	40.225	-100.631
2701 EAST MAIN	2701 EAST MAIN	78332	1985 	27.738	-98.093
1500 SE 5TH STREET	1500 SE 5TH STREET	61231	1985 	41.2025	-90.7314
1701 NORTH 23RD ST	1701 NORTH 23RD ST	79015	1985 	34.971	-101.921
1905 E 17TH STREET	1905 E 17TH STREET	67501	1985 	38.0343	-97.9238
11391 DUNBARTON BLVD	11391 DUNBARTON BLVD	29812	1985 	33.2262	-81.3603
324 WEST AGENCY ROAD	324 WEST AGENCY ROAD	52655	1985 	40.8305	-91.1785
1608 IL HWY #1	1608 IL HWY #1	62441	1985 	39.3965	-87.6959
250 EAST TUCKER ROAD	250 EAST TUCKER ROAD	67901	1985 	37.068	-100.928
2501 N CITRUS BLVD	2501 N CITRUS BLVD	34748	1985 	28.7972	-81.8847
1605 S MAIN ST	1605 S MAIN ST	64468	1985 	40.3417	-94.875
424 WEST 8TH STREET	424 WEST 8TH STREET	53566	1985 	42.6035	-89.6404
218 CUMBERLAND	218 CUMBERLAND	70427	1985 	30.7629	-89.8777
601 NO. FM 1821	601 NO. FM 1821	76067	1985 	32.8103	-98.1071
571 S. WALTON BLVD.	571 S. WALTON BLVD.	88001	1985 	32.3002	-106.761
6401 NE LOOP 820	6401 NE LOOP 820	76180	1985 	32.8557	-97.2182
121 HWY 332 WEST	121 HWY 332 WEST	77566	1985 	29.0369	-95.441
92 PLAZA LANE	92 PLAZA LANE	36203	1985 	33.5913	-85.8357
4151 FOURTH STREET SW	4151 FOURTH STREET SW	50401	1985 	43.154	-93.2004
2725 SOUTHEAST HWY 70	2725 SOUTHEAST HWY 70	34266	1985 	27.201	-81.872
2003 SOUTH DUMAS AVENUE	2003 SOUTH DUMAS AVENUE	79029	1985 	35.8931	-101.959
401 W COMMERCE	401 W COMMERCE	76801	1985 	31.73	-99.0061
2101 SOUTH PARROT AVE	2101 SOUTH PARROT AVE	34974	1985 	27.1944	-80.8464
4252 HWY 54	4252 HWY 54	65065	1985 	38.1308	-92.6694
960 BROOKWAY BLVD	960 BROOKWAY BLVD	39601	1985 	31.5743	-90.4503
4444 WEST VINE	4444 WEST VINE	34746	1985 	28.2879	-81.4686
10270 FRONT BEACH RD	10270 FRONT BEACH RD	32407	1985 	30.1968	-85.8128
1619 DEL PRADO BLVD	1619 DEL PRADO BLVD	33990	1985 	26.6307	-81.9525
1920 MAIN STREET	1920 MAIN STREET	65233	1985 	38.9353	-92.7393
3728 N PRINCE STREET	3728 N PRINCE STREET	88101	1985 	34.4328	-103.226
1101 EAST PROSPECT	1101 EAST PROSPECT	74601	1985 	36.7074	-97.1017
8000 ACADEMY ROAD NE	8000 ACADEMY ROAD NE	87111	1985 	35.1353	-106.522
4600 EAST MAIN	4600 EAST MAIN	87402	1985 	36.7858	-108.145
603 HWY 243 EAST	603 HWY 243 EAST	75103	1985 	32.5324	-95.88
2373 E MAIN STREET	2373 E MAIN STREET	46168	1985 	39.6977	-86.3959
3251 CERILLOS RD	3251 CERILLOS RD	87505	1985 	35.6167	-105.979
301 SAN MATEO BLVD SE	301 SAN MATEO BLVD SE	87108	1985 	35.0733	-106.582
1344 ILLINOIS HWY #1	1344 ILLINOIS HWY #1	62821	1985 	38.0878	-88.1558
810 SO. 37TH ST.	810 SO. 37TH ST.	64424	1985 	40.2662	-94.0304
400 EUBANK BLVD NE	400 EUBANK BLVD NE	87123	1985 	35.0674	-106.506
6586 HWY 40 EAST	6586 HWY 40 EAST	31558	1985 	30.7611	-81.5691
333 EAST WALNUT	333 EAST WALNUT	65791	1985 	36.5434	-91.5239
9350 CORTANA PLACE	9350 CORTANA PLACE	70815	1985 	30.4551	-91.0636
1126 HIGHWAY 38 NORTH	1126 HIGHWAY 38 NORTH	52772	1985 	41.7509	-91.1336
4200 DILLION DRIVE	4200 DILLION DRIVE	81008	1985 	38.3702	-104.62
131 N US 19 AND SYLVESTER RD	131 N US 19 AND SYLVESTER RD	31730	1985 	31.2099	-84.2367
1250 WEST DALLAS	1250 WEST DALLAS	65622	1985 	37.6306	-93.1013
2125 WEST TRAVIS	2125 WEST TRAVIS	78945	1985 	29.9098	-96.8745
1209 JOSEPH ST	1209 JOSEPH ST	53533	1985 	42.9743	-90.144
6811 SOUTHCREST PKWY	6811 SOUTHCREST PKWY	38671	1985 	34.9685	-89.9979
2701 CARLISLE BLVD NE	2701 CARLISLE BLVD NE	87110	1985 	35.1064	-106.579
2901 N COLUMBUS	2901 N COLUMBUS	61350	1985 	41.3526	-88.8473
685 SCHILLINGER RD	685 SCHILLINGER RD	36695	1985 	30.6464	-88.2366
404 HWY 27 NO. BYPASS	404 HWY 27 NO. BYPASS	30110	1985 	33.7239	-85.1428
3653 ORLANDO DR	3653 ORLANDO DR	32773	1985 	28.7692	-81.2763
361 8TH AVENUE NE	361 8TH AVENUE NE	39828	1985 	30.8589	-84.211
2000 STATE ROAD 60 EAST	2000 STATE ROAD 60 EAST	33898	1985 	27.8728	-81.4447
1699 NO. WOODLAND BLVD	1699 NO. WOODLAND BLVD	32720	1985 	29.0218	-81.3335
4215 SOUTH LOOP 289	4215 SOUTH LOOP 289	79423	1985 	33.4966	-101.869
751 W OGLETHORPE HWY	751 W OGLETHORPE HWY	31313	1985 	31.8286	-81.6162
4180 US HWY 431	4180 US HWY 431	36274	1985 	33.1598	-85.3687
3109 EAST 1ST STREET	3109 EAST 1ST STREET	30474	1985 	32.2202	-82.4149
4040 NEWTON STREET	4040 NEWTON STREET	47546	1985 	38.4088	-86.9388
101 W HIGHWAY 60	101 W HIGHWAY 60	65548	1985 	36.9964	-91.717
314 SGT. S. PRENTISS DR.	314 SGT. S. PRENTISS DR.	39120	1985 	31.5355	-91.3543
1500 MARKETPLACE BLVD.	1500 MARKETPLACE BLVD.	30041	1985 	34.2015	-84.0976
419 HWY 52 BYPASS W	419 HWY 52 BYPASS W	37083	1985 	36.538	-86.015
5556 SUNSET BLVD	5556 SUNSET BLVD	29072	1985 	33.9914	-81.2505
1316 SOUTH STATE STREET	1316 SOUTH STATE STREET	62052	1986 	39.1148	-90.3244
2301 WEST KENOSHA ST	2301 WEST KENOSHA ST	74012	1986 	36.0459	-95.8069
1650 38TH STREET	1650 38TH STREET	61354	1986 	41.3308	-89.1299
3700 I-40 EAST	3700 I-40 EAST	79103	1986 	35.1843	-101.811
1283 US HIGHWAY 27 NORTH	1283 US HIGHWAY 27 NORTH	40484	1986 	37.5208	-84.6735
1901 FIRST AVENUE	1901 FIRST AVENUE	61071	1986 	41.7595	-89.6945
220 SO. STATE HWY 97	220 SO. STATE HWY 97	74063	1986 	36.1394	-96.1652
333 EAST ROUTE 6	333 EAST ROUTE 6	60450	1986 	41.3706	-88.4075
155 L0UETTA CROSSING	155 L0UETTA CROSSING	77373	1986 	30.0564	-95.3896
1800 W HWY 70	1800 W HWY 70	88346	1986 	33.3424	-105.567
2460 EAST WABASH	2460 EAST WABASH	46041	1986 	40.2906	-86.5028
4375 JONESBORO ROAD	4375 JONESBORO ROAD	30291	1986 	33.5809	-84.5461
1209 IH-35 SOUTH	1209 IH-35 SOUTH	78130	1986 	29.6998	-98.1075
"3322 AVENUE ""I"""	"3322 AVENUE ""I"""	69361	1986 	41.8856	-103.652
2401 S. CANAL ST	2401 S. CANAL ST	88220	1986 	32.4083	-104.291
3333 CLARK STREET	3333 CLARK STREET	81101	1986 	37.4718	-105.835
1919 NORTH MAIN	1919 NORTH MAIN	77581	1986 	29.5622	-95.2698
926 PASEO DEL PUEBLO SUR	926 PASEO DEL PUEBLO SUR	87571	1986 	36.4149	-105.581
815 S. WHEATLEY ROAD	815 S. WHEATLEY ROAD	39157	1986 	32.4208	-90.1313
155 SAN ANTONIO AVE	155 SAN ANTONIO AVE	71449	1986 	31.5146	-93.5487
2406 W ROOSEVELT BLV	2406 W ROOSEVELT BLV	28110	1986 	35.0319	-80.56
4100 WEST AIRPORT FREEWAY	4100 WEST AIRPORT FREEWAY	75061	1986 	32.8267	-96.9614
38020 U.S. HIGHWAY 18	38020 U.S. HIGHWAY 18	53821	1986 	43.0366	-91.1184
14091 FM 490	14091 FM 490	78580	1986 	26.5002	-97.8101
2500 PROGRESS PARKWAY	2500 PROGRESS PARKWAY	46176	1986 	39.5238	-85.7721
1326 280TH ROAD	1326 280TH ROAD	68434	1986 	40.9092	-97.1121
3036 1ST AVE. SOUTH	3036 1ST AVE. SOUTH	50501	1986 	42.4992	-94.1826
1005 W FT SCOTT	1005 W FT SCOTT	64730	1986 	38.2595	-94.3232
15328 US 19 SOUTH	15328 US 19 SOUTH	31757	1986 	30.8832	-83.9124
11250 E. COLONIAL DR	11250 E. COLONIAL DR	32817	1986 	28.5917	-81.2472
1002 SE NATIONAL DR	1002 SE NATIONAL DR	50021	1986 	41.7253	-93.6048
401 LINWOOD PLAZA	401 LINWOOD PLAZA	73052	1986 	34.8396	-97.6005
7777 EAST 42ND PLACE SOUTH	7777 EAST 42ND PLACE SOUTH	74145	1986 	36.0954	-95.8865
100 OZARK DR	100 OZARK DR	65453	1986 	38.0921	-91.4163
2225 W INTERSTATE 20	2225 W INTERSTATE 20	75052	1986 	32.6756	-97.0235
1700 WEST DICKINSON	1700 WEST DICKINSON	79735	1986 	30.8775	-102.852
1903 SOUTH CEDAR	1903 SOUTH CEDAR	79772	1986 	31.3884	-103.525
340 NORMAN DRIVE	340 NORMAN DRIVE	31601	1986 	30.8073	-83.2866
2211 AVENUE F NORTHWEST	2211 AVENUE F NORTHWEST	79201	1986 	34.3859	-100.284
550 SOUTH 123 BYPASS	550 SOUTH 123 BYPASS	78155	1986 	29.5648	-97.9628
1750 E INDIANAPOLIS	1750 E INDIANAPOLIS	46135	1986 	39.6524	-86.8736
2711 GREENWAY DRIVE	2711 GREENWAY DRIVE	39204	1986 	32.2848	-90.2278
2200 SOUTH MCKENZIE ST	2200 SOUTH MCKENZIE ST	36535	1986 	30.3969	-87.6962
800 SOUTH HOVER ROAD	800 SOUTH HOVER ROAD	80501	1986 	40.1715	-105.1
1650 WEST MALONEY AVE.	1650 WEST MALONEY AVE.	87301	1986 	35.5343	-108.849
120 NORTH LEE STREET	120 NORTH LEE STREET	31029	1986 	33.0409	-83.9294
8101 SOUTH JOHN YOUNG PARKWAY	8101 SOUTH JOHN YOUNG PARKWAY	32819	1986 	28.4635	-81.4751
8101 W. JUDGE PEREZ DR.	8101 W. JUDGE PEREZ DR.	70043	1986 	29.9466	-89.9624
201 SOUTH EDWARDS BOULEVARD	201 SOUTH EDWARDS BOULEVARD	53147	1986 	42.5876	-88.4583
4810 LAPALCO BLVD	4810 LAPALCO BLVD	70072	1986 	29.8693	-90.1093
6901 BUNDY RD	6901 BUNDY RD	70127	1986 	30.0309	-89.979
1798 OLD STAGE ROAD	1798 OLD STAGE ROAD	52101	1986 	43.3459	-91.7719
1011 OLD EXETER ROAD	1011 OLD EXETER ROAD	65625	1986 	36.6816	-93.8511
11210 W AIRPORT BLVD	11210 W AIRPORT BLVD	77477	1986 	29.6262	-95.5715
6072 U.S. HIGHWAY 98	6072 U.S. HIGHWAY 98	39402	1986 	31.3254	-89.3793
2309 SOUTH BRIDGE	2309 SOUTH BRIDGE	76825	1986 	31.1214	-99.3407
1701 EAST END BLVD N	1701 EAST END BLVD N	75670	1986 	32.5474	-94.3796
748 BEAL PKWY N.W.	748 BEAL PKWY N.W.	32547	1986 	30.4472	-86.6211
7865 WEST HWY 50	7865 WEST HWY 50	81201	1986 	38.5335	-106.035
2363 HWY 135 NW	2363 HWY 135 NW	47112	1986 	38.2081	-86.1298
16865 CLOVER ROAD	16865 CLOVER ROAD	46060	1986 	40.0501	-85.9982
1510 WEST MAIN	1510 WEST MAIN	80751	1986 	40.6338	-103.216
11720 DR MARTIN L KING JR BLVD	11720 DR MARTIN L KING JR BLVD	33584	1986 	27.9879	-82.2882
RT 2/BOX 200/US HWY 281 SOUTH	RT 2/BOX 200/US HWY 281 SOUTH	78355	1986 	27.2179	-98.1648
1501 NORTH I-27	1501 NORTH I-27	79072	1986 	34.191	-101.725
10855 SO. US HWY #1	10855 SO. US HWY #1	34952	1986 	27.2917	-80.2969
3801 EASTERN BLVD	3801 EASTERN BLVD	36116	1986 	32.3132	-86.2367
5555 20TH STREET	5555 20TH STREET	32966	1986 	27.6454	-80.5147
1569 NORTH EXPRESSWAY	1569 NORTH EXPRESSWAY	30223	1986 	33.2682	-84.2731
1240 NORTH 7TH STREET	1240 NORTH 7TH STREET	61068	1986 	41.9351	-89.0689
27520 HWY 98	27520 HWY 98	36526	1986 	30.6206	-87.8831
904 SOUTH RANGE AVENUE	904 SOUTH RANGE AVENUE	70726	1986 	30.4685	-90.9283
1204 AVENUE OF MID-AMERICA	1204 AVENUE OF MID-AMERICA	62401	1986 	39.1238	-88.56
2795 CHASTAIN MEADOWS PKWY NW	2795 CHASTAIN MEADOWS PKWY NW	30066	1986 	34.0275	-84.5148
6495 ATLANTA HWY	6495 ATLANTA HWY	36117	1986 	32.3737	-86.1644
4320 FRANKLIN AVE	4320 FRANKLIN AVE	76710	1986 	31.5359	-97.1859
1401 SOUTH CHERRY LANE	1401 SOUTH CHERRY LANE	76108	1986 	32.7626	-97.4808
949 EAST BLOOMINGDALE AVE.	949 EAST BLOOMINGDALE AVE.	33511	1986 	27.9112	-82.2948
10500 WEST COLONIAL DRIVE	10500 WEST COLONIAL DRIVE	34761	1986 	28.5746	-81.5295
1241 STATE ROAD 436, UNIT 101	1241 STATE ROAD 436, UNIT 101	32707	1986 	28.6651	-81.3177
3351 S FERDON BLVD	3351 S FERDON BLVD	32539	1986 	30.7575	-86.5109
702 WEST LOOP 289	702 WEST LOOP 289	79416	1986 	33.5919	-101.948
401 EAST HWY 82	401 EAST HWY 82	75090	1986 	33.6328	-96.5911
3155 W. WHEATLAND ROAD	3155 W. WHEATLAND ROAD	75237	1986 	32.667	-96.8763
8400 HIGHWAY 64	8400 HIGHWAY 64	38133	1986 	35.2087	-89.8052
625 HWY 290 EAST	625 HWY 290 EAST	77445	1986 	30.0966	-96.0698
641 EAST BYPASS S.E.	641 EAST BYPASS S.E.	31768	1986 	31.1715	-83.7986
1325 NORTH DENVER AVE	1325 NORTH DENVER AVE	80537	1986 	40.3836	-105.103
110 MARKET PLACE	110 MARKET PLACE	39083	1986 	31.8413	-90.43
1700 S ORG BLSMTRAIL	1700 S ORG BLSMTRAIL	32703	1986 	28.6584	-81.5032
1001 EAST EAU GALLIE BLVD	1001 EAST EAU GALLIE BLVD	32937	1986 	28.172	-80.5996
125 EAST BESTER DRIVE	125 EAST BESTER DRIVE	61254	1986 	41.4645	-90.1585
1535 BUSINESS 151	1535 BUSINESS 151	53818	1986 	42.7439	-90.4863
2163 WEST C-48	2163 WEST C-48	33513	1986 	28.6631	-82.1404
11012 NO. WILLIAMS ST.	11012 NO. WILLIAMS ST.	34432	1986 	29.0601	-82.352
2921 TOUPAL DRIVE	2921 TOUPAL DRIVE	81082	1986 	37.1919	-104.478
222 WEST MCCOY BLVD	222 WEST MCCOY BLVD	54660	1986 	43.9844	-90.4842
1835 EAST MAIN ST	1835 EAST MAIN ST	81321	1986 	37.345	-108.604
1485 COMMERCIAL WAY	1485 COMMERCIAL WAY	34606	1986 	28.4702	-82.5974
355 CYPRESS GARDEN BLVD	355 CYPRESS GARDEN BLVD	33880	1986 	27.9973	-81.7455
9350-A HIGHWAY 49	9350-A HIGHWAY 49	39503	1986 	30.4618	-89.1038
235 FRONTAGE RD	235 FRONTAGE RD	39466	1986 	30.528	-89.6661
1133 NORTH MAIN ST	1133 NORTH MAIN ST	54665	1986 	43.5439	-90.899
845 PALM BAY ROAD	845 PALM BAY ROAD	32904	1986 	28.0739	-80.6717
3712 WEST MAIN	3712 WEST MAIN	74701	1986 	34.0092	-96.3861
3360 FRONT STREET	3360 FRONT STREET	71295	1986 	32.1568	-91.7287
1757 SOUTH 14TH STREET	1757 SOUTH 14TH STREET	32034	1986 	30.6415	-81.4609
1600 WEST WISCONSIN ST.	1600 WEST WISCONSIN ST.	54656	1986 	43.9698	-90.808
3103 23RD AVENUE	3103 23RD AVENUE	80631	1986 	40.4218	-104.692
1733 2ND STREET SOUTH	1733 2ND STREET SOUTH	39301	1986 	32.339	-88.6596
1130 W FRONTAGE RD	1130 W FRONTAGE RD	55060	1986 	44.0739	-93.2272
4400 FRONT STREET	4400 FRONT STREET	80104	1986 	39.3851	-104.86
1800 W. BURLINGTON AVE.	1800 W. BURLINGTON AVE.	52556	1986 	41.0177	-91.95
8843 VETERANS MEMORIAL BLVD	8843 VETERANS MEMORIAL BLVD	70003	1986 	29.9972	-90.2138
4965 HIGHWAY 90	4965 HIGHWAY 90	32571	1986 	30.6276	-87.1672
101 SOUTH BELTLINE HIGHWAY	101 SOUTH BELTLINE HIGHWAY	36606	1986 	30.6741	-88.1025
205 SO. CENTENNIAL DRIVE	205 SO. CENTENNIAL DRIVE	67460	1986 	38.3673	-97.6772
1215 EAST 16TH	1215 EAST 16TH	31015	1986 	31.9509	-83.7781
720 E HIGHWAY 74 BUSINESS	720 E HIGHWAY 74 BUSINESS	28379	1986 	34.9371	-79.7605
434 SOUTH COLUMBIA AVE	434 SOUTH COLUMBIA AVE	31326	1986 	32.2931	-81.2301
4000 SOUTH BOLGER DR	4000 SOUTH BOLGER DR	64055	1986 	39.0533	-94.4061
1756 EAST CENTER ST	1756 EAST CENTER ST	42431	1987 	37.3308	-87.5038
3050 WILMA RUDOLPH BLVD	3050 WILMA RUDOLPH BLVD	37040	1987 	36.5284	-87.3414
805 HIGHWAY 42	805 HIGHWAY 42	39465	1987 	31.3588	-89.2279
4115 E LINCOLN WAY	4115 E LINCOLN WAY	61081	1987 	41.8138	-89.7054
#15 HALS PLAZA DR	#15 HALS PLAZA DR	63957	1987 	37.1514	-90.6968
2525 HWY 70 SE	2525 HWY 70 SE	28602	1987 	35.707	-81.3534
1616 W AIRLINE HWY	1616 W AIRLINE HWY	70068	1987 	30.0739	-90.4852
1836 S. MAIN STREET	1836 S. MAIN STREET	76086	1987 	32.7752	-97.7799
9441 ALAMEDA AVE	9441 ALAMEDA AVE	79907	1987 	31.7083	-106.327
6360 LAKE WORTH BLVD	6360 LAKE WORTH BLVD	76135	1987 	32.8236	-97.4517
5100 OKEECHOBEE ROAD	5100 OKEECHOBEE ROAD	34947	1987 	27.4487	-80.3625
2715 NORTH SUMMIT	2715 NORTH SUMMIT	67005	1987 	37.0674	-97.0283
1210 GIANT DRIVE	1210 GIANT DRIVE	56013	1987 	43.6308	-94.1013
840 SUMMIT BLVD.	840 SUMMIT BLVD.	80443	1987 	39.5325	-106.14
14821 SIX MILE CYPRESS PKWY	14821 SIX MILE CYPRESS PKWY	33912	1987 	26.5016	-81.8284
21703 VILLAGE LAKES SHP/CTR	21703 VILLAGE LAKES SHP/CTR	34639	1987 	28.2337	-82.4546
2019 EAST 81ST ST SOUTH	2019 EAST 81ST ST SOUTH	74137	1987 	36.0254	-95.9295
8745 STATE ROAD 54	8745 STATE ROAD 54	34655	1987 	28.2098	-82.6697
2125 NORTH MORTON ST.	2125 NORTH MORTON ST.	46131	1987 	39.4821	-86.0504
823 WEST STATE HIGHWAY 46	823 WEST STATE HIGHWAY 46	47460	1987 	39.29	-86.7784
2721 BOCA CHICA BLVD	2721 BOCA CHICA BLVD	78521	1987 	25.9188	-97.4274
4080 WEST NORTHERN AVE.	4080 WEST NORTHERN AVE.	81005	1987 	38.2359	-104.67
2251 E. STATES HWY 54	2251 E. STATES HWY 54	47441	1987 	39.0396	-87.1699
6800 WEST ROUTE 34	6800 WEST ROUTE 34	60545	1987 	41.6657	-88.537
5315 CORTEZ RD WEST	5315 CORTEZ RD WEST	34210	1987 	27.4555	-82.6337
1201 4TH S.W.	1201 4TH S.W.	50677	1987 	42.741	-92.4598
2401 HWY 14 EAST	2401 HWY 14 EAST	53581	1987 	43.361	-90.4078
4625 SOUTH MASON	4625 SOUTH MASON	80525	1987 	40.5293	-105.054
1150 US HWY 60 EAST	1150 US HWY 60 EAST	65738	1987 	37.1243	-93.4741
120 FRANCES LANE	120 FRANCES LANE	53916	1987 	43.4568	-88.8406
1795 EAST STATE ROAD 163	1795 EAST STATE ROAD 163	47842	1987 	39.6685	-87.4358
7555 N. MESA	7555 N. MESA	79912	1987 	31.8481	-106.545
410 N CANAL BLVD	410 N CANAL BLVD	70301	1987 	29.7978	-90.8181
481 WEST BOYCE STREET	481 WEST BOYCE STREET	29102	1987 	33.6476	-80.2128
1099 INDIAN DRIVE	1099 INDIAN DRIVE	31023	1987 	32.194	-83.1848
3105 HWY 50 EAST	3105 HWY 50 EAST	81212	1987 	38.4642	-105.28
1550 BLAKE AVENUE	1550 BLAKE AVENUE	56007	1987 	43.652	-93.3692
500 WARREN COUNTY CENTER	500 WARREN COUNTY CENTER	63383	1987 	38.8189	-91.17
3820 HWY 64 WEST	3820 HWY 64 WEST	75704	1987 	32.3886	-95.4137
1140 EAST STUART DRIVE	1140 EAST STUART DRIVE	24333	1987 	36.6495	-80.9268
414 SO. MAIN ST.	414 SO. MAIN ST.	30401	1987 	32.6052	-82.3391
1608 SMITHDALE RD	1608 SMITHDALE RD	39648	1987 	31.2256	-90.4333
2649 WEST 16TH STREET	2649 WEST 16TH STREET	47421	1987 	38.8655	-86.469
150 CONCORD COMMONS	150 CONCORD COMMONS	28027	1987 	35.4056	-80.6382
401 RIVER ROAD	401 RIVER ROAD	61611	1987 	40.6834	-89.5449
3826 SOUTH SUNCOAST BLVD	3826 SOUTH SUNCOAST BLVD	34446	1987 	28.7469	-82.5333
805 HWY 9 BYPASS WEST	805 HWY 9 BYPASS WEST	29720	1987 	34.7291	-80.7601
5000 AMERICAN WAY	5000 AMERICAN WAY	38115	1987 	35.0573	-89.8629
513 WEST 23RD STREET	513 WEST 23RD STREET	32405	1987 	30.1954	-85.6646
1600 EAST TIPTON	1600 EAST TIPTON	47274	1987 	38.9587	-85.8992
705 EAST DIXON BLVD.	705 EAST DIXON BLVD.	28150	1987 	35.3151	-81.5558
141 DORMAN CENTRE DRIVE	141 DORMAN CENTRE DRIVE	29301	1987 	34.9409	-81.9868
197 PLAZA DRIVE	197 PLAZA DRIVE	28043	1987 	35.3176	-81.8672
1317 NORTH MAIN STREET	1317 NORTH MAIN STREET	29483	1987 	33.0346	-80.186
2103 STATE ST. N	2103 STATE ST. N	56093	1987 	44.0677	-93.5103
2241 ROCKFORD ST	2241 ROCKFORD ST	27030	1987 	36.4938	-80.6234
15955 FM 529 ROAD	15955 FM 529 ROAD	77095	1987 	29.8967	-95.6484
1310 NORTH TEXAS BLVD	1310 NORTH TEXAS BLVD	78596	1987 	26.1626	-97.9851
488 HWY 71 WEST	488 HWY 71 WEST	78602	1987 	30.1204	-97.3099
1340 WEST GRANT	1340 WEST GRANT	73075	1987 	34.7417	-97.2285
3900 TROUP HWY	3900 TROUP HWY	75703	1987 	32.2644	-95.3135
300 WANEKA PARKWAY	300 WANEKA PARKWAY	80026	1987 	40.0022	-105.1
2214 N. FIRST STREET	2214 N. FIRST STREET	78834	1987 	28.5243	-99.8383
6065 JONESBORO ROAD	6065 JONESBORO ROAD	30260	1987 	33.5878	-84.3301
589 HWY WEST 92	589 HWY WEST 92	40769	1987 	36.7099	-84.1508
2406 LUBBOCK	2406 LUBBOCK	79331	1987 	32.7145	-101.941
407 EAST HWY 114	407 EAST HWY 114	79336	1987 	33.6092	-102.415
3186 HWY 171 NORTH	3186 HWY 171 NORTH	35555	1987 	33.6818	-87.8303
1015 NEW MOODY LANE	1015 NEW MOODY LANE	40031	1987 	38.4078	-85.3848
1920 SOUTH US 73	1920 SOUTH US 73	66002	1987 	39.5538	-95.1347
5302 NO. GARLAND AVE.	5302 NO. GARLAND AVE.	75044	1987 	32.9604	-96.6619
3300 NORTH TRI-CITY DRIVE	3300 NORTH TRI-CITY DRIVE	73065	1987 	35.2402	-97.6091
1300 GILMER AVE	1300 GILMER AVE	36078	1987 	32.553	-85.9136
16750 SOUTH TOWNSEND	16750 SOUTH TOWNSEND	81401	1987 	38.4364	-107.862
921 HWY 35 SOUTH	921 HWY 35 SOUTH	39074	1987 	32.3797	-89.4655
1227 BURKEMONT AVENUE	1227 BURKEMONT AVENUE	28655	1987 	35.7428	-81.7163
136 EAST JARMAN ST.	136 EAST JARMAN ST.	31539	1987 	31.8448	-82.5981
