name	street_address	postal_code	opening_date	latitude	longitude
2110 WEST WALNUT	2110 WEST WALNUT	72756	1962 	36.3422	-94.0714
1417 HWY 62/65 N	1417 HWY 62/65 N	72601	1964 	36.237	-93.0935
2901 HWY 412 EAST	2901 HWY 412 EAST	72761	1965 	36.1799	-94.5021
3801 CAMP ROBINSON RD.	3801 CAMP ROBINSON RD.	72118	1967 	34.8133	-92.3023
1621 NORTH BUSINESS 9	1621 NORTH BUSINESS 9	72110	1967 	35.1565	-92.7586
1303 SOUTH MAIN	1303 SOUTH MAIN	63801	1968 	36.8912	-89.5836
2020 SOUTH MUSKOGEE	2020 SOUTH MUSKOGEE	74464	1968 	35.9237	-94.9719
65 WAL-MART DRIVE	65 WAL-MART DRIVE	72653	1968 	36.329	-92.3578
1500 LYNN RIGGS BLVD	1500 LYNN RIGGS BLVD	74017	1968 	36.3271	-95.6119
2705 GRAND AVE	2705 GRAND AVE	64836	1968 	37.169	-94.3116
1800 S JEFFERSON	1800 S JEFFERSON	65536	1969 	37.6785	-92.6473
1310 PREACHER RD/HGWY 160	1310 PREACHER RD/HGWY 160	65775	1969 	36.7191	-91.8741
2214 FAYETTEVILLE RD	2214 FAYETTEVILLE RD	72956	1969 	35.4565	-94.3458
3200 LUSK DRIVE	3200 LUSK DRIVE	64850	1969 	36.8643	-94.3902
2500 MALCOLM ST/HWY 67 NORTH	2500 MALCOLM ST/HWY 67 NORTH	72112	1969 	35.5861	-91.247
1712 EAST OHIO	1712 EAST OHIO	64735	1970 	38.3642	-93.7604
185 ST ROBERT BLVD	185 ST ROBERT BLVD	65584	1970 	37.8242	-92.1367
4901 SO. MILL ROAD	4901 SO. MILL ROAD	74361	1970 	36.2942	-95.303
1201 N SERVICE ROAD EAST	1201 N SERVICE ROAD EAST	71270	1970 	32.5248	-92.647
3450 S. 4TH TRAFFICWAY	3450 S. 4TH TRAFFICWAY	66048	1970 	39.2988	-94.9356
2000 JOHN HARDEN DR	2000 JOHN HARDEN DR	72076	1971 	34.8794	-92.1224
4820 SO. CLARK ST	4820 SO. CLARK ST	65265	1971 	39.1793	-91.884
1101 HWY 32 WEST	1101 HWY 32 WEST	65560	1971 	37.6309	-91.5142
2415 N.W. MAIN ST	2415 N.W. MAIN ST	74354	1971 	36.8807	-94.8714
724 STADIUM WEST BLVD	724 STADIUM WEST BLVD	65109	1971 	38.5683	-92.2533
2025 BUS. HWY 60 WEST	2025 BUS. HWY 60 WEST	63841	1971 	36.7845	-89.9743
3108 N BROADWAY	3108 N BROADWAY	74953	1971 	35.0528	-94.6183
2050 WEST HWY 76	2050 WEST HWY 76	65616	1971 	36.6442	-93.2567
1710 SO. 4TH ST	1710 SO. 4TH ST	71852	1971 	33.9856	-93.8521
2250 LINCOLN AVENUE	2250 LINCOLN AVENUE	64772	1971 	37.8386	-94.3508
101 EAST BLUEMONT AVENUE	101 EAST BLUEMONT AVENUE	66502	1971 	39.185	-96.5693
2802 WEST KINGS HIGHWAY	2802 WEST KINGS HIGHWAY	72450	1971 	36.0657	-90.5102
701 WALTON DRIVE	701 WALTON DRIVE	63640	1971 	37.7792	-90.414
1907 SE WASHINGTON ST.	1907 SE WASHINGTON ST.	74745	1971 	33.8836	-94.8315
1301 HWY 24 EAST	1301 HWY 24 EAST	65270	1971 	39.4204	-92.4344
1155 HWY 65 NORTH	1155 HWY 65 NORTH	72032	1972 	35.0755	-92.434
2400 SOUTH MAIN	2400 SOUTH MAIN	66701	1972 	37.8233	-94.7339
4000 GREEN COUNTRY RD	4000 GREEN COUNTRY RD	74006	1972 	36.7334	-95.924
521 EAST CHESTNUT ST	521 EAST CHESTNUT ST	66441	1972 	39.0159	-96.8365
1802 SOUTH BUSINESS HWY 54	1802 SOUTH BUSINESS HWY 54	65026	1972 	38.3114	-92.584
1815 EAST HIGHLAND DRIVE	1815 EAST HIGHLAND DRIVE	72401	1972 	35.8448	-90.6844
2451 S. SPRINGFIELD	2451 S. SPRINGFIELD	65613	1972 	37.6168	-93.4007
1101 WEST RUTH AVE	1101 WEST RUTH AVE	74955	1972 	35.467	-94.7865
885 HIGHWAY 60	885 HIGHWAY 60	65708	1972 	36.9182	-93.9149
1911 E.JACKSON ST.	1911 E.JACKSON ST.	74743	1972 	34.0109	-95.5165
1601 ALBERT PIKE BLV	1601 ALBERT PIKE BLV	71913	1972 	34.4706	-93.088
2004 SOUTH PLEASANT	2004 SOUTH PLEASANT	72764	1972 	36.1824	-94.1082
1555 EAST MAIN	1555 EAST MAIN	72927	1972 	35.106	-93.9753
1600 WEST MAIN	1600 WEST MAIN	72476	1972 	36.068	-90.9443
1501 SOUTH RANGELINE ROAD	1501 SOUTH RANGELINE ROAD	64804	1972 	37.0472	-94.5112
301 E. COOPER AVENUE	301 E. COOPER AVENUE	64093	1972 	38.7721	-93.7352
3700 EAST HWY 18	3700 EAST HWY 18	72315	1972 	35.926	-89.9177
1705 WEST 11TH STREET	1705 WEST 11TH STREET	67337	1973 	37.0418	-95.6181
268 SO. 7TH ST.	268 SO. 7TH ST.	74301	1973 	36.6317	-95.173
1701 NORTH BLUFF STREET	1701 NORTH BLUFF STREET	65251	1973 	38.8524	-91.9581
1309 NW 12TH AVE	1309 NW 12TH AVE	65608	1973 	36.9212	-92.662
2409 EAST MAIN STREET	2409 EAST MAIN STREET	72802	1973 	35.3088	-93.1091
410 SOUTH DEWEY	410 SOUTH DEWEY	74467	1973 	35.961	-95.3611
100 SOUTH DUPREE	100 SOUTH DUPREE	38012	1973 	35.5906	-89.2609
350 PARKRIDGE ROAD	350 PARKRIDGE ROAD	63080	1973 	38.2002	-91.1409
1230 MARKET STREET	1230 MARKET STREET	72830	1973 	35.4901	-93.4851
600 HWY 71 NORTH	600 HWY 71 NORTH	71953	1973 	34.5885	-94.2157
800 HWY 64 EAST	800 HWY 64 EAST	72396	1973 	35.2298	-90.8324
650 SOUTH TRUMAN BLVD	650 SOUTH TRUMAN BLVD	63028	1973 	38.1878	-90.4077
1415 HWY 67 SOUTH	1415 HWY 67 SOUTH	72455	1973 	36.3049	-91.0141
1051 WEST KEISER AVENUE	1051 WEST KEISER AVENUE	72370	1973 	35.6964	-90.0263
1000 WEST TRIMBLE	1000 WEST TRIMBLE	72616	1973 	36.3508	-93.5632
1331 SPUR DR/ BUS. RT US HWY66	1331 SPUR DR/ BUS. RT US HWY66	65706	1973 	37.331	-92.9093
401 N STADIUM BL/BISCAYNE MALL	401 N STADIUM BL/BISCAYNE MALL	65201	1973 	38.9268	-92.29
ROUTE 6 BOX 1895	ROUTE 6 BOX 1895	74960	1973 	35.8156	-94.6502
2825 N KANSAS EXPRESSWAY	2825 N KANSAS EXPRESSWAY	65803	1973 	37.2571	-93.2901
798 WEST SERVICE ROAD	798 WEST SERVICE ROAD	72301	1974 	35.15	-90.1764
2710 N BROADWAY	2710 N BROADWAY	66762	1974 	37.4085	-94.7041
1002 WEST TAFT	1002 WEST TAFT	74066	1974 	35.9966	-96.1194
2623 WEST 7TH STREET	2623 WEST 7TH STREET	64801	1974 	37.0942	-94.5017
1750 S. PERRYVILLE	1750 S. PERRYVILLE	63775	1974 	37.7168	-89.876
60 79-BYPASS NORTH	60 79-BYPASS NORTH	71753	1974 	33.2496	-93.2043
PINECREST PLAZA SHOPPING CTR	PINECREST PLAZA SHOPPING CTR	72021	1974 	34.8678	-91.1927
17309 I-30	17309 I-30	72015	1974 	34.5647	-92.5956
1379 HOMER ROAD	1379 HOMER ROAD	71055	1974 	32.631	-93.2875
2100 NORTH MAIN	2100 NORTH MAIN	65711	1974 	37.1764	-92.2761
94 CECIL STREET	94 CECIL STREET	65020	1974 	38.0326	-92.7827
2115 S MAIN ST	2115 S MAIN ST	74344	1974 	36.5997	-94.7667
205 DEADRICK ROAD	205 DEADRICK ROAD	72335	1974 	35.0107	-90.7805
3020 SOUTH ELLIOTT	3020 SOUTH ELLIOTT	65605	1974 	36.918	-93.7106
975 US HIGHWAY 51 NORTH	975 US HIGHWAY 51 NORTH	38019	1974 	35.5606	-89.642
8445 HWY 51 NORTH	8445 HWY 51 NORTH	38053	1974 	35.348	-89.9067
407 NO. STATE ST	407 NO. STATE ST	63601	1974 	37.8442	-90.53
1700 NORTH 291 HIGHWAY	1700 NORTH 291 HIGHWAY	64701	1974 	38.6415	-94.3413
628 HWY 51 BYPASS	628 HWY 51 BYPASS	38063	1974 	35.638	-89.8686
406 SOUTH WALTON BLVD	406 SOUTH WALTON BLVD	72712	1974 	36.3625	-94.2331
406 E 22ND STREET	406 E 22ND STREET	72160	1974 	34.4799	-91.5385
15427 SO. FIRST STREET	15427 SO. FIRST STREET	38358	1974 	35.9167	-88.7663
2301 HARPER ROAD	2301 HARPER ROAD	38834	1974 	34.9283	-88.5286
1405 MIDDLE ROAD	1405 MIDDLE ROAD	42041	1974 	36.5321	-88.8913
850 WAL-MART DRIVE	850 WAL-MART DRIVE	38237	1974 	36.3539	-88.8419
101 HWY 47 EAST	101 HWY 47 EAST	63379	1975 	38.9919	-90.9865
2030 EAST MADISON	2030 EAST MADISON	71220	1975 	32.815	-91.9068
196 SHAWNEE MALL DRIVE	196 SHAWNEE MALL DRIVE	74804	1975 	35.3752	-96.9316
1618 SOUTH DIVISION	1618 SOUTH DIVISION	73044	1975 	35.8573	-97.4318
2000 NORTH WALNUT	2000 NORTH WALNUT	64429	1975 	39.7439	-94.2338
2700 SOUTH SANTA FE	2700 SOUTH SANTA FE	66720	1975 	37.6661	-95.4568
1010 HWY 12 WEST	1010 HWY 12 WEST	39759	1975 	33.4502	-88.8238
2001 SO. 1ST ST.	2001 SO. 1ST ST.	73018	1975 	35.0405	-97.9472
200 WALMART CIRCLE	200 WALMART CIRCLE	38829	1975 	34.6534	-88.5375
929 SOUTH PINE STREET	929 SOUTH PINE STREET	71082	1975 	32.849	-93.976
501 SOUTH PARK DRIVE	501 SOUTH PARK DRIVE	74728	1975 	34.143	-94.8027
1800 SOUTH WOOD DRIVE	1800 SOUTH WOOD DRIVE	74447	1975 	35.6286	-95.9734
3051 EAST JACKSON BLVD.	3051 EAST JACKSON BLVD.	63755	1975 	37.4137	-89.6543
1500 E. WRANGLER BLVD	1500 E. WRANGLER BLVD	74868	1975 	35.2497	-96.6592
8801 BASELINE ROAD	8801 BASELINE ROAD	72209	1975 	34.6742	-92.3556
2425 SOUTH ZERO ST	2425 SOUTH ZERO ST	72901	1975 	35.3738	-94.4137
1715 NORTH COMMERCE STREET	1715 NORTH COMMERCE STREET	73401	1975 	34.1847	-97.1266
1000 WEST SHAWNEE ST	1000 WEST SHAWNEE ST	74403	1975 	35.72	-95.3369
2311 SOUTH JEFFERSON	2311 SOUTH JEFFERSON	75455	1975 	33.1667	-94.9814
1445 E CENTRAL	1445 E CENTRAL	63084	1976 	38.4348	-91.0035
500 SOUTH BISHOP	500 SOUTH BISHOP	65401	1976 	37.9438	-91.7711
1445 HWY 45 NORTH	1445 HWY 45 NORTH	39773	1976 	33.6191	-88.6469
1515 US HWY 278 EAST	1515 US HWY 278 EAST	38821	1976 	33.9882	-88.4678
3150 HARRISON STREET	3150 HARRISON STREET	72501	1976 	35.7811	-91.6384
2716 NORTH CENTRAL AVENUE	2716 NORTH CENTRAL AVENUE	38343	1976 	35.8253	-88.9022
700 SOUTH BOWMAN BLV	700 SOUTH BOWMAN BLV	72211	1976 	34.7497	-92.4135
1910 MARTIN LUTHER KING BLVD	1910 MARTIN LUTHER KING BLVD	72104	1976 	34.3641	-92.8146
1213 SOUTH MAIN STREET	1213 SOUTH MAIN STREET	73750	1976 	35.8562	-97.9374
1040 S CONSTITUTION	1040 S CONSTITUTION	71822	1976 	33.6756	-94.1347
3105 WEST 3RD	3105 WEST 3RD	73644	1976 	35.4059	-99.4166
1000 GRAVES ST.	1000 GRAVES ST.	64601	1976 	39.7901	-93.548
1219 WEST DOOLIN	1219 WEST DOOLIN	74631	1976 	36.8008	-97.2929
111 NORTH PERKINS ROAD	111 NORTH PERKINS ROAD	74075	1976 	36.1494	-97.0578
1620 NORTH GREEN AVENUE	1620 NORTH GREEN AVENUE	73080	1976 	35.0177	-97.3965
2500 DANIEL MCCALL DRIVE	2500 DANIEL MCCALL DRIVE	75901	1976 	31.3308	-94.6949
8301 ROGERS AVENUE	8301 ROGERS AVENUE	72903	1976 	35.357	-94.3691
2204 HWY 82 WEST	2204 HWY 82 WEST	75426	1976 	33.626	-95.0355
310 WEST 5TH STREET	310 WEST 5TH STREET	42025	1976 	36.8548	-88.3352
2875 WEST 6TH STREET	2875 WEST 6TH STREET	72704	1976 	36.097	-94.2486
3310 W GEORGIA STREET	3310 W GEORGIA STREET	63353	1976 	39.449	-91.0752
1923 NORTH WOOD	1923 NORTH WOOD	75644	1976 	32.7271	-94.9577
401 NORTH US HWY 75	401 NORTH US HWY 75	75020	1976 	33.7541	-96.5787
3855 LAMAR AVENUE	3855 LAMAR AVENUE	75460	1976 	33.6603	-95.5596
3215 WILLIAMS AVENUE	3215 WILLIAMS AVENUE	73801	1976 	36.4337	-99.4084
12862 STATE ROAD 21	12862 STATE ROAD 21	63020	1976 	38.1203	-90.5543
202 PARK PLAZA	202 PARK PLAZA	38652	1976 	34.4891	-88.9997
1923 EAST KEARNEY	1923 EAST KEARNEY	65803	1977 	37.2571	-93.2901
184 OLD WINFIELD RD	184 OLD WINFIELD RD	71251	1977 	32.2299	-92.6976
432 SOUTH GEORGE NIGH EXWY	432 SOUTH GEORGE NIGH EXWY	74501	1977 	34.9444	-95.7571
5219 HWY 51 NORTH	5219 HWY 51 NORTH	38668	1977 	34.6076	-89.9464
STATE HWY 84 WEST	STATE HWY 84 WEST	63830	1977 	36.174	-89.6755
3509 EAST RACE AVENUE	3509 EAST RACE AVENUE	72143	1977 	35.239	-91.7378
2021 NORTH HWY 121	2021 NORTH HWY 121	75418	1977 	33.5838	-96.1818
415 CONLEY ROAD	415 CONLEY ROAD	65201	1977 	38.9268	-92.29
219 HIGHWAY 412	219 HIGHWAY 412	72513	1977 	36.2456	-91.637
180 VETERANS DRIVE N	180 VETERANS DRIVE N	38344	1977 	35.9958	-88.4139
1201 WEST PETREE RD	1201 WEST PETREE RD	73005	1977 	35.0507	-98.2398
4810 NORTH STREET	4810 NORTH STREET	75965	1977 	31.6796	-94.6431
350 WAL-MART CIRCLE	350 WAL-MART CIRCLE	38863	1977 	34.2363	-89.0043
2121 HWY 79 SOUTH	2121 HWY 79 SOUTH	75654	1977 	32.1042	-94.8557
1433 SO. SAM HOUSTON BLVD	1433 SO. SAM HOUSTON BLVD	65483	1977 	37.3161	-91.9547
910 UNITY ROAD	910 UNITY ROAD	71635	1977 	33.125	-91.9704
1400 NORTH CENTER	1400 NORTH CENTER	72086	1977 	34.7964	-91.9095
925 KEYSER AVE	925 KEYSER AVE	71457	1977 	31.7513	-93.0902
1270 STATE HWY 4 BYPASS SW	1270 STATE HWY 4 BYPASS SW	71701	1977 	33.5781	-92.8137
5886 HWY 100	5886 HWY 100	63090	1977 	38.5355	-91.0235
#1 MEMORIAL DRIVE	#1 MEMORIAL DRIVE	63664	1977 	37.915	-90.868
560 WEST POPLAR AVE	560 WEST POPLAR AVE	38017	1977 	35.0572	-89.6742
822 CITY AVENUE SOUTH	822 CITY AVENUE SOUTH	38663	1977 	34.739	-88.9263
1210 MINERAL WELL AV	1210 MINERAL WELL AV	38242	1977 	36.3003	-88.3289
914 E OKLAHOMA BLVD	914 E OKLAHOMA BLVD	73717	1977 	36.8049	-98.6971
3520 W SUNSHINE ST.	3520 W SUNSHINE ST.	65807	1977 	37.1684	-93.313
159 HIGHWAY 15 SOUTH	159 HIGHWAY 15 SOUTH	39339	1977 	33.1096	-89.0285
301 SO. VILLAGE ROAD	301 SO. VILLAGE ROAD	67042	1977 	37.8304	-96.8429
3439 WILLIAMS STREET	3439 WILLIAMS STREET	63701	1977 	37.3256	-89.5659
2206 NORTH BALTIMORE	2206 NORTH BALTIMORE	63501	1977 	40.1833	-92.5834
1500 EAST FIRST ST	1500 EAST FIRST ST	63857	1977 	36.2371	-90.0487
2203 PATSY LANE	2203 PATSY LANE	64024	1977 	39.3403	-94.226
1450 EAST MAIN	1450 EAST MAIN	62901	1977 	37.7078	-89.1925
1730 E JACKSON ROAD	1730 E JACKSON ROAD	61455	1977 	40.457	-90.6681
1870 WEST MAIN ST.	1870 WEST MAIN ST.	62881	1977 	38.6238	-88.9536
1501 WOODLAWN ROAD	1501 WOODLAWN ROAD	62656	1977 	40.1499	-89.3675
1205 W MORTON ROAD	1205 W MORTON ROAD	62650	1977 	39.7302	-90.2294
120 CARLYLE PLAZA DRIVE	120 CARLYLE PLAZA DRIVE	62221	1977 	38.5323	-89.94
333 INTERSTATE DRIVE	333 INTERSTATE DRIVE	73069	1977 	35.2286	-97.4563
1911 WEST PARKER RD	1911 WEST PARKER RD	72404	1978 	35.7817	-90.7451
12101 E 96TH ST. N	12101 E 96TH ST. N	74055	1978 	36.2783	-95.8305
1311 SOUTH JACKSON	1311 SOUTH JACKSON	75766	1978 	31.9539	-95.2528
800 JAMES BOWIE DRIVE	800 JAMES BOWIE DRIVE	75570	1978 	33.4653	-94.4195
600 N.E. CORONADO DRIVE	600 N.E. CORONADO DRIVE	64014	1978 	39.0176	-94.2577
937 PARK CIRCLE DR	937 PARK CIRCLE DR	64628	1978 	39.792	-93.0497
500 US HWY 62 WEST	500 US HWY 62 WEST	42445	1978 	37.126	-87.8743
1002 BEACON STREET	1002 BEACON STREET	39350	1978 	32.7764	-89.1279
2041 REDBUD BLVD	2041 REDBUD BLVD	75069	1978 	33.1951	-96.6036
1004 NORTH BROADWAY	1004 NORTH BROADWAY	74020	1978 	36.2606	-96.3959
2970 MILITARY AVENUE	2970 MILITARY AVENUE	66713	1978 	37.0261	-94.7493
1516 NORTH 18TH STREET	1516 NORTH 18TH STREET	72949	1978 	35.5495	-93.8182
500 EAST HIGHWAY 270	500 EAST HIGHWAY 270	74848	1978 	35.0886	-96.3878
401 COKE STREET	401 COKE STREET	76645	1978 	32.0155	-97.1226
1205 WEST FERDON ST	1205 WEST FERDON ST	62056	1978 	39.1799	-89.6572
800 WEST GIBSON	800 WEST GIBSON	75951	1978 	30.9413	-94.0346
801 WEST MAIN	801 WEST MAIN	75067	1978 	33.0201	-97.0077
3201 WEST BROADWAY	3201 WEST BROADWAY	65301	1978 	38.703	-93.2323
951 SW WILSHIRE BLVD	951 SW WILSHIRE BLVD	76028	1978 	32.5358	-97.3068
1200 GARTH BROOKS BLVD	1200 GARTH BROOKS BLVD	73099	1978 	35.5062	-97.7481
1410 N MARKET ST	1410 N MARKET ST	62286	1978 	38.1221	-89.7117
110 DAVIDSON AVENUE	110 DAVIDSON AVENUE	62864	1978 	38.3226	-88.9084
2108 WEST BROADWAY	2108 WEST BROADWAY	73086	1978 	34.4928	-96.9861
201 US HWY 59 LOOP	201 US HWY 59 LOOP	75551	1978 	33.1186	-94.1773
2400 SOUTH COUNTRY CLUB ROAD	2400 SOUTH COUNTRY CLUB ROAD	73036	1978 	35.519	-97.9553
1616 WEST HENDERSON	1616 WEST HENDERSON	76031	1978 	32.3431	-97.4008
512 INDUSTRIAL DRIVE	512 INDUSTRIAL DRIVE	72472	1978 	35.623	-90.5274
1501 EAST WALNUT STREET	1501 EAST WALNUT STREET	72855	1978 	35.2933	-93.7214
1419 N. COUNTRY CLUB RD.	1419 N. COUNTRY CLUB RD.	74820	1978 	34.7802	-96.6876
1901 SOUTH MISSISSIPPI	1901 SOUTH MISSISSIPPI	74525	1978 	34.3476	-96.1128
300 LEIGH AVE	300 LEIGH AVE	62906	1978 	37.4578	-89.2141
8301 NO. CHURCH ROAD	8301 NO. CHURCH ROAD	64158	1978 	39.2303	-94.4779
1900 WEST MAIN	1900 WEST MAIN	72422	1978 	36.4103	-90.5648
16 ARROWHEAD POINT SHPCNTR	16 ARROWHEAD POINT SHPCNTR	62946	1978 	37.7258	-88.5421
3701 NORTH MAIN ST.	3701 NORTH MAIN ST.	76574	1979 	30.5748	-97.4095
1831 S DR MARTIN L. KING BLVD	1831 S DR MARTIN L. KING BLVD	38701	1979 	33.3804	-91.0519
620 SOUTH APPLEGATE ST	620 SOUTH APPLEGATE ST	38967	1979 	33.4815	-89.7316
2705 WALTON WAY	2705 WALTON WAY	62959	1979 	37.7245	-88.9297
1017 MULBERRY AVENUE	1017 MULBERRY AVENUE	38375	1979 	35.165	-88.5933
1225 E LOOP 304	1225 E LOOP 304	75835	1979 	31.3158	-95.4739
1655 WEST COLLEGE STREET	1655 WEST COLLEGE STREET	38478	1979 	35.205	-87.0125
220 VETERAN MEM DR	220 VETERAN MEM DR	39090	1979 	33.0381	-89.5632
2701 HWY 50	2701 HWY 50	75428	1979 	33.2587	-95.9106
310 HEDGE LANE	310 HEDGE LANE	66071	1979 	38.5748	-94.8671
5940 HWY 167 NORTH	5940 HWY 167 NORTH	71483	1979 	31.9158	-92.6445
823 WEST ROGERS BLVD	823 WEST ROGERS BLVD	74070	1979 	36.3813	-96.04
605 EAST MAIN	605 EAST MAIN	74437	1979 	35.448	-95.9504
1406 EAST MILAM	1406 EAST MILAM	76667	1979 	31.6698	-96.4872
831 HWY 59 SOUTH	831 HWY 59 SOUTH	77327	1979 	30.3547	-95.0451
103 WEST POLK ST	103 WEST POLK ST	65355	1979 	38.2429	-93.3635
135 NE LOOP 564	135 NE LOOP 564	75773	1979 	32.6747	-95.4698
1001 NORTH WEST	1001 NORTH WEST	62450	1979 	38.7246	-88.0866
400 JUNCTION DRIVE	400 JUNCTION DRIVE	62034	1979 	38.7559	-89.9744
901 U.S. HWY 60 EAST	901 U.S. HWY 60 EAST	42437	1979 	37.6742	-87.902
782 INTERSTATE 30	782 INTERSTATE 30	75087	1979 	32.9338	-96.4545
1200 NO. HWY 77	1200 NO. HWY 77	75165	1979 	32.397	-96.8328
919 GIACONE DRIVE	919 GIACONE DRIVE	62812	1979 	38.0002	-88.9241
175 BEASLEY DRIVE	175 BEASLEY DRIVE	37055	1979 	36.0658	-87.4083
1900 WEST MOORE AVE	1900 WEST MOORE AVE	75160	1979 	32.7477	-96.2892
175 J.I. BELL LANE	175 J.I. BELL LANE	38372	1979 	35.1809	-88.1895
1002 NW SHERIDAN RD	1002 NW SHERIDAN RD	73505	1979 	34.614	-98.4626
8420 US HWY 287 NO.	8420 US HWY 287 NO.	76230	1979 	33.5401	-97.8858
3600 MALLORY LANE	3600 MALLORY LANE	37067	1979 	35.9218	-86.7952
100 INTERCHANGE DRIVE	100 INTERCHANGE DRIVE	38843	1979 	34.266	-88.3841
1110 BATTLEGROUND DRIVE	1110 BATTLEGROUND DRIVE	38852	1979 	34.8039	-88.1021
1620 WEST CHURCH	1620 WEST CHURCH	77351	1979 	30.7125	-94.8992
709 WEST HWY 79	709 WEST HWY 79	76567	1979 	30.6463	-97.0115
1500 HWY 25B NORTH	1500 HWY 25B NORTH	72543	1979 	35.4895	-92.0233
930 N WALNUT CREEK DRIVE	930 N WALNUT CREEK DRIVE	76063	1979 	32.577	-97.1349
141 INTER STATE 45 SOUTH	141 INTER STATE 45 SOUTH	77320	1979 	30.7902	-95.5116
700 EAST ENNIS AVE.	700 EAST ENNIS AVE.	75119	1979 	32.3312	-96.6196
1801 HWY 78 EAST	1801 HWY 78 EAST	35501	1979 	33.8284	-87.2763
115 COBB MILL ROAD	115 COBB MILL ROAD	75979	1979 	30.7686	-94.4067
US 65 SOUTH	US 65 SOUTH	71654	1979 	33.6287	-91.3824
3360 TOM AUSTIN HWY	3360 TOM AUSTIN HWY	37172	1979 	36.514	-86.8689
905 HWY 16 WEST	905 HWY 16 WEST	39051	1979 	32.7851	-89.5064
1224 HUNTSVILLE WAY	1224 HUNTSVILLE WAY	37334	1979 	35.1362	-86.5743
1971 WENTZVILLE PKWY	1971 WENTZVILLE PKWY	63385	1980 	38.8089	-90.8592
215 GRANT WAY	215 GRANT WAY	62832	1980 	38.0117	-89.2469
3929 N GLOSTER STREET	3929 N GLOSTER STREET	38804	1980 	34.2724	-88.6822
1601 WEST STATE HIGHWAY 114	1601 WEST STATE HIGHWAY 114	76051	1980 	32.932	-97.085
1212 SOUTH MADISON	1212 SOUTH MADISON	64870	1980 	37.1551	-94.4746
501 SW 19TH STREET	501 SW 19TH STREET	73160	1980 	35.3438	-97.486
926 E. COLLIN RAYE DR.	926 E. COLLIN RAYE DR.	71832	1980 	34.0382	-94.336
1550 NASHVILLE ROAD	1550 NASHVILLE ROAD	42134	1980 	36.7181	-86.582
795 TX AVE	795 TX AVE	77611	1980 	30.0261	-93.8407
US 90A & ROBERTSON ST	US 90A & ROBERTSON ST	78629	1980 	29.5104	-97.4535
1703 SOUTH COLORADO STREET	1703 SOUTH COLORADO STREET	78644	1980 	29.8722	-97.6809
1712 EAST WASHINGTON	1712 EAST WASHINGTON	77868	1980 	30.3745	-96.08
1725 WEST EVERELY BROTHERS BLV	1725 WEST EVERELY BROTHERS BLV	42330	1980 	37.2996	-87.1299
131 ERKA TWN CNTR DR	131 ERKA TWN CNTR DR	63025	1980 	38.4942	-90.613
1172 NO. HWY 7	1172 NO. HWY 7	72834	1980 	35.1992	-93.1797
1972 HWY 431	1972 HWY 431	35957	1980 	34.2036	-86.1728
150 WALTON AVENUE	150 WALTON AVENUE	42104	1980 	36.9305	-86.4475
1625 PELHAM SOUTH	1625 PELHAM SOUTH	36265	1980 	33.8245	-85.7704
340 EAST MEIGHAN BLVD	340 EAST MEIGHAN BLVD	35903	1980 	33.9967	-85.925
550 E. INDUSTRIAL PARK RD #11	550 E. INDUSTRIAL PARK RD #11	62966	1980 	37.7718	-89.3397
950 MACKIE DRIVE	950 MACKIE DRIVE	38635	1980 	34.7626	-89.4609
1450 NO. BRINDLEE MTN. PKWY	1450 NO. BRINDLEE MTN. PKWY	35016	1980 	34.3237	-86.4928
3005 CHARITY ST	3005 CHARITY ST	70510	1980 	29.9436	-92.1487
729 ODDFELLOWS RD.	729 ODDFELLOWS RD.	70526	1980 	30.2138	-92.3792
200 NORTHWEST BLVD	200 NORTHWEST BLVD	70538	1980 	29.7593	-91.5256
891 E LA SALLE ST	891 E LA SALLE ST	70586	1980 	30.7106	-92.3063
2453 2ND AVENUE EAST	2453 2ND AVENUE EAST	35121	1980 	33.9449	-86.4581
973 GILBERT FERRY ROAD SE	973 GILBERT FERRY ROAD SE	35954	1980 	34.0433	-86.089
109 W.P. MALONE DR	109 W.P. MALONE DR	71923	1980 	34.1118	-93.0559
2015 WEST FOXWOOD DR	2015 WEST FOXWOOD DR	64083	1980 	38.8035	-94.451
TEXAS HWY 6 & 7 EAST BYPASS	TEXAS HWY 6 & 7 EAST BYPASS	76661	1980 	31.3106	-96.8786
203 US LOOP 290 WEST	203 US LOOP 290 WEST	77833	1980 	30.1837	-96.4026
1043 WASHINGTON	1043 WASHINGTON	71052	1980 	32.0311	-93.6859
908 WALTON WAY	908 WALTON WAY	64085	1980 	39.312	-93.9695
HWY 13 & 19TH STREET	HWY 13 & 19TH STREET	64037	1980 	39.0586	-93.7337
1107 SOUTH MAIN STREET	1107 SOUTH MAIN STREET	74346	1980 	36.4442	-94.7835
5560 MCCLELLAN BLVD	5560 MCCLELLAN BLVD	36206	1980 	33.7197	-85.8317
9002 NORTH NAVARRO	9002 NORTH NAVARRO	77904	1980 	28.8737	-97.0072
1030 W MAIN	1030 W MAIN	62626	1980 	39.2803	-89.8757
2196 EMPORIUM DRIVE	2196 EMPORIUM DRIVE	38305	1980 	35.6931	-88.8065
1308 SOUTH ROCK STREET	1308 SOUTH ROCK STREET	72150	1980 	34.3199	-92.3932
1025 WALTON DRIVE	1025 WALTON DRIVE	63645	1980 	37.5483	-90.306
29 S.W. 1ST LANE	29 S.W. 1ST LANE	64759	1980 	37.5073	-94.2761
